id,ticket_created,issue_type,method,issue,city,state,zip
8959519,2026-08-02 01:48:34+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Los angeles,CA,90036.0
8959518,2026-08-02 01:48:15+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Green cove springs,FL,32043.0
8959516,2026-08-02 01:41:54+00:00,TV,Satellite,Billing,Brush prairie,WA,98606.0
8959514,2026-08-02 01:40:37+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Rochester hills,MI,48309.0
8959512,2026-08-02 01:38:02+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),Fairfax,VA,22033.0
8959510,2026-08-02 01:36:23+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,San francisco,CA,94117.0
8959508,2026-08-02 01:36:00+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Los angeles,CA,90036.0
8959507,2026-08-02 01:35:14+00:00,Phone,Wireless (cell phone/other mobile device),Privacy,Murrieta,CA,92562.0
8959503,2026-08-02 01:30:47+00:00,Phone,Wireless (cell phone/other mobile device),Cramming (unauthorized charges on your phone bill),Flossmoor,IL,60422.0
8959502,2026-08-02 01:29:30+00:00,Internet,Cable,Speed,Haslet,TX,76052.0
8959498,2026-08-02 01:27:47+00:00,Internet,Cable,Interference,Stamford,CT,6902.0
8959497,2026-08-02 01:27:22+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Garden cty,GA,31418.0
8959493,2026-08-02 01:24:07+00:00,Internet,Cable,Billing,Key largo,FL,33037.0
8959491,2026-08-02 01:21:31+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),Pulaski,NY,13142.0
8959489,2026-08-02 01:20:48+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Archer,FL,32618.0
8959488,2026-08-02 01:20:17+00:00,Internet,Cable,Speed,Houston,TX,77042.0
8959487,2026-08-02 01:20:16+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Richmond,TX,77407.0
8959485,2026-08-02 01:18:46+00:00,Phone,Internet (VOIP),Availability (including rural call completion),San francisco,CA,94123.0
8959482,2026-08-02 01:13:07+00:00,Internet,Wireless,Interference,Washington,DC,20011.0
8959481,2026-08-02 01:12:47+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Columbus,OH,43204.0
8959475,2026-08-02 01:04:07+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Baltimore,MD,21209.0
8959472,2026-08-02 01:00:17+00:00,Internet,Wireless,Billing,San francisco,CA,94133.0
8959471,2026-08-02 00:58:50+00:00,Phone,Wireless (cell phone/other mobile device),Cramming (unauthorized charges on your phone bill),Pearland,TX,77584.0
8959469,2026-08-02 00:57:23+00:00,TV,,Loud Commercials,Howe,TX,75459.0
8959468,2026-08-02 00:57:21+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Las vegas,NV,89183.0
8959465,2026-08-02 00:55:58+00:00,Internet,Wireless,Billing,Clarksville,TN,37040.0
8959462,2026-08-02 00:55:14+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Ontario,CA,91762.0
8959460,2026-08-02 00:54:31+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Miami,FL,33184.0
8959458,2026-08-02 00:53:23+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Stroudsburg,PA,18360.0
8959455,2026-08-02 00:47:21+00:00,Phone,Wireless (cell phone/other mobile device),Billing,San clemente,CA,92673.0
8959452,2026-08-02 00:45:58+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Gaylord,MI,49735.0
8959451,2026-08-02 00:45:46+00:00,Internet,Wireless,Interference,Fresno,CA,93727.0
8959448,2026-08-02 00:43:49+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Mcchord afb,WA,98438.0
8959447,2026-08-02 00:41:32+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Anchorage,AK,99523.0
8959444,2026-08-02 00:36:50+00:00,Internet,Cable,Speed,Princeton,WV,24740.0
8959442,2026-08-02 00:36:18+00:00,Internet,Wireless,Availability,Marion,NC,28752.0
8959438,2026-08-02 00:30:46+00:00,Internet,Cable,Interference,Louisville,KY,40207.0
8959436,2026-08-02 00:28:20+00:00,Phone,Wireless (cell phone/other mobile device),Billing,New york,NY,11230.0
8959435,2026-08-02 00:28:14+00:00,Internet,Wireless,Billing,Mokelumne hill,CA,95245.0
8959433,2026-08-02 00:24:35+00:00,Phone,Wireless (cell phone/other mobile device),Privacy,Lawrence,MA,1841.0
8959428,2026-08-02 00:21:53+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),Eagle bend,MN,56446.0
8959427,2026-08-02 00:21:01+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Phoenix,AZ,85086.0
8959423,2026-08-02 00:19:57+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Riverview,FL,33579.0
8959420,2026-08-02 00:19:47+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),Midlothian,VA,23113.0
8959414,2026-08-02 00:17:46+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Las vegas,NV,89169.0
8959413,2026-08-02 00:17:41+00:00,Internet,Fiber,Availability,Huntersville,NC,28078.0
8959409,2026-08-02 00:12:44+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Merced,CA,95348.0
8959407,2026-08-02 00:11:47+00:00,Internet,Fiber,Availability,Lehigh acres,FL,33972.0
8959405,2026-08-02 00:07:10+00:00,Internet,Cable,Privacy,Dumont,NJ,7628.0
8959404,2026-08-02 00:06:26+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Branford,CT,6405.0
8959402,2026-08-02 00:05:32+00:00,Phone,Internet (VOIP),Unwanted Calls,New york,NY,10011.0
8959395,2026-08-01 23:58:35+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Whitley city,KY,42653.0
8959394,2026-08-01 23:55:05+00:00,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),Atlanta,GA,30315.0
8959392,2026-08-01 23:52:50+00:00,Internet,Wireless,Billing,Paris,MO,65275.0
8959388,2026-08-01 23:50:21+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Warfield,KY,41267.0
8959383,2026-08-01 23:40:29+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Mount pleasant,SC,29464.0
8959382,2026-08-01 23:39:09+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Columbus,OH,43220.0
8959381,2026-08-01 23:38:10+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Dingess,WV,25671.0
8959380,2026-08-01 23:36:42+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Kailua kona,HI,96740.0
8959378,2026-08-01 23:35:27+00:00,Phone,Internet (VOIP),Unwanted Calls,Atlanta,GA,30324.0
8959376,2026-08-01 23:34:14+00:00,Phone,Internet (VOIP),Billing,Manheim,PA,17545.0
8959375,2026-08-01 23:33:56+00:00,Phone,Wired,Number Portability (keeping your number if you change providers),Kentland,IN,47951.0
8959374,2026-08-01 23:33:46+00:00,Internet,Wireless,Billing,East bethel,MN,55011.0
8959373,2026-08-01 23:33:42+00:00,Internet,Fiber,Billing,Cathedral city,CA,92234.0
8959370,2026-08-01 23:32:36+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),Phoenix,AZ,85006.0
8959365,2026-08-01 23:30:55+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Colorado springs,CO,80902.0
8959364,2026-08-01 23:30:22+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Schaumburg,IL,60194.0
8959360,2026-08-01 23:27:50+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Reno,NV,89523.0
8959359,2026-08-01 23:27:18+00:00,Internet,Cable,Billing,Manorville,NY,11949.0
8959357,2026-08-01 23:26:33+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Celina,TX,75009.0
8959356,2026-08-01 23:24:55+00:00,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),Tucson,AZ,85712.0
8959350,2026-08-01 23:21:41+00:00,Internet,DSL,Billing,Stone mountain,GA,30087.0
8959348,2026-08-01 23:21:30+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Newtown,CT,6470.0
8959347,2026-08-01 23:20:25+00:00,TV,,Loud Commercials,Middleborough,MA,2346.0
8959345,2026-08-01 23:20:16+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Perry,MI,48872.0
8959338,2026-08-01 23:14:06+00:00,Internet,Cable,Equipment,Wickliffe,OH,44092.0
8959336,2026-08-01 23:13:08+00:00,Internet,Wireless,Billing,Delray beach,FL,33444.0
8959334,2026-08-01 23:12:31+00:00,Internet,Fiber,Billing,New york,NY,10028.0
8959333,2026-08-01 23:12:21+00:00,Phone,Wireless (cell phone/other mobile device),Cramming (unauthorized charges on your phone bill),Waterloo,SC,29384.0
8959331,2026-08-01 23:11:44+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Stone mountain,GA,30088.0
8959329,2026-08-01 23:10:10+00:00,Phone,Wired,Number Portability (keeping your number if you change providers),Oklahoma city,OK,73112.0
8959327,2026-08-01 23:09:31+00:00,Internet,Wireless,Speed,Vicksburg,MS,39180.0
8959326,2026-08-01 23:09:24+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Miami gardens,FL,33055.0
8959325,2026-08-01 23:09:08+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),Elkhorn,NE,68022.0
8959322,2026-08-01 23:08:01+00:00,Internet,Fiber,Speed,Portsmouth,VA,23707.0
8959319,2026-08-01 23:01:57+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Frisco,TX,75035.0
8959317,2026-08-01 23:00:45+00:00,Phone,Wireless (cell phone/other mobile device),Cramming (unauthorized charges on your phone bill),Waterloo,SC,29384.0
8959316,2026-08-01 23:00:42+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Bronx,NY,10475.0
8959311,2026-08-01 22:55:59+00:00,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),Haslet,TX,76052.0
8959310,2026-08-01 22:55:57+00:00,Internet,Cable,Availability,Columbus,OH,43228.0
8959308,2026-08-01 22:55:30+00:00,Internet,Wireless,Billing,Berkeley springs,WV,25411.0
8959306,2026-08-01 22:51:37+00:00,Internet,Cable,Availability,Haslet,TX,76052.0
8959301,2026-08-01 22:44:59+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Eugene,OR,97401.0
8959300,2026-08-01 22:44:23+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Pittsburgh,PA,15204.0
8959296,2026-08-01 22:40:03+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Broadlands,VA,20148.0
8959293,2026-08-01 22:38:54+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Peach bottom,PA,17563.0
8959292,2026-08-01 22:38:53+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Braintree,MA,2184.0
8959290,2026-08-01 22:37:33+00:00,Phone,,Slamming (change of your carrier without permission),Clearlake,CA,95422.0
8959289,2026-08-01 22:36:08+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),Monroe,NY,10950.0
8959288,2026-08-01 22:35:48+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Norwalk,CA,90650.0
8959287,2026-08-01 22:35:29+00:00,Internet,Cable,Interference,San francisco,CA,94110.0
8959285,2026-08-01 22:34:09+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Warren,OH,44485.0
8959284,2026-08-01 22:33:39+00:00,Internet,Cable,Availability,Central islip,NY,11722.0
8959278,2026-08-01 22:29:40+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Norwalk,CA,90650.0
8959276,2026-08-01 22:27:21+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Irvine,CA,92618.0
8959275,2026-08-01 22:26:53+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Parkville,MD,21234.0
8959267,2026-08-01 22:23:19+00:00,Internet,Wireless,Billing,Rancho cucamonga,CA,91737.0
8959266,2026-08-01 22:23:12+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Victoria,TX,77905.0
8959265,2026-08-01 22:22:49+00:00,Phone,Wireless (cell phone/other mobile device),Privacy,Spokane,WA,99224.0
8959256,2026-08-01 22:17:10+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Tucson,AZ,85743.0
8959249,2026-08-01 22:15:17+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Chicago,IL,60655.0
8959247,2026-08-01 22:14:22+00:00,Phone,Wireless (cell phone/other mobile device),Interference (including signal jammers),Ocala,FL,34472.0
8959246,2026-08-01 22:14:19+00:00,Phone,Wireless (cell phone/other mobile device),Privacy,Park city,UT,84098.0
8959242,2026-08-01 22:13:00+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Springfield,MA,1108.0
8959238,2026-08-01 22:11:21+00:00,Phone,Wireless (cell phone/other mobile device),Privacy,Sacramento,CA,95822.0
8959237,2026-08-01 22:10:51+00:00,Internet,Cable,Billing,North ridgeville,OH,44039.0
8959233,2026-08-01 22:09:43+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Thornton,CO,80229.0
8959232,2026-08-01 22:09:15+00:00,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),Tahoka,TX,79373.0
8959228,2026-08-01 22:07:53+00:00,Internet,Wireless,Billing,Orlando,FL,32822.0
8959224,2026-08-01 22:05:44+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Corsicana,TX,75110.0
8959223,2026-08-01 22:04:49+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Los angeles,CA,90020.0
8959219,2026-08-01 22:03:39+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),Omaha,NE,68134.0
8959218,2026-08-01 22:03:01+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Princeton,TX,75407.0
8959215,2026-08-01 21:57:46+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),Lincoln city,OR,97367.0
8959214,2026-08-01 21:57:36+00:00,Internet,DSL,Billing,Logan,OH,43138.0
8959212,2026-08-01 21:55:34+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Sandy,UT,84070.0
8959211,2026-08-01 21:54:43+00:00,Phone,Wireless (cell phone/other mobile device),Interference (including signal jammers),Pontiac,MI,48341.0
8959210,2026-08-01 21:53:33+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Rockford,IL,61107.0
8959207,2026-08-01 21:49:25+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Sandy,UT,84070.0
8959205,2026-08-01 21:48:49+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Marshes siding,KY,42631.0
8959203,2026-08-01 21:47:49+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Pittsburgh,PA,15204.0
8959202,2026-08-01 21:45:42+00:00,Internet,Fiber,Billing,New orleans,LA,70118.0
8959200,2026-08-01 21:44:00+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Alliance,OH,44601.0
8959199,2026-08-01 21:43:50+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Moss beach,CA,94038.0
8959196,2026-08-01 21:42:22+00:00,TV,Satellite,Billing,Tucson,AZ,85749.0
8959194,2026-08-01 21:39:59+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Renton,WA,98058.0
8959192,2026-08-01 21:39:06+00:00,Phone,Wireless (cell phone/other mobile device),Cramming (unauthorized charges on your phone bill),Republic,MO,65738.0
8959190,2026-08-01 21:38:41+00:00,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),Port hueneme,CA,93041.0
8959185,2026-08-01 21:35:47+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,San antonio,TX,78245.0
8959183,2026-08-01 21:33:52+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Orrville,OH,44667.0
8959180,2026-08-01 21:31:32+00:00,Phone,Wired,Unwanted Calls,Tucson,AZ,85749.0
8959179,2026-08-01 21:31:04+00:00,Internet,Fiber,Billing,Reno,NV,89521.0
8959177,2026-08-01 21:30:38+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Union mills,NC,28167.0
8959175,2026-08-01 21:28:52+00:00,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),Fl,FL,33556.0
8959172,2026-08-01 21:28:01+00:00,Phone,Wireless (cell phone/other mobile device),Interference (including signal jammers),Myrtle beach,SC,29588.0
8959169,2026-08-01 21:27:08+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Seattle,WA,98144.0
8959167,2026-08-01 21:26:37+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),Minden,NV,89423.0
8959161,2026-08-01 21:25:47+00:00,Internet,DSL,Billing,Neenah,WI,54956.0
8959159,2026-08-01 21:25:13+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Niota,TN,37826.0
8959152,2026-08-01 21:23:09+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Horicon,WI,53032.0
8959151,2026-08-01 21:23:04+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,East hampton,CT,6424.0
8959150,2026-08-01 21:22:39+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Panama city,FL,32401.0
8959148,2026-08-01 21:21:33+00:00,Internet,Fiber,Availability,Biloxi,MS,39532.0
8959147,2026-08-01 21:21:16+00:00,Internet,Wireless,Billing,Columbia,SC,29209.0
8959145,2026-08-01 21:21:09+00:00,Phone,Internet (VOIP),Unwanted Calls,Oak ridge,NC,27310.0
8959139,2026-08-01 21:18:10+00:00,Internet,Fiber,Privacy,Bunnell,FL,32110.0
8959136,2026-08-01 21:16:52+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Manhattan beach,CA,90266.0
8959135,2026-08-01 21:16:35+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Manhattan beach,CA,90266.0
8959132,2026-08-01 21:15:45+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Rancho cordova,CA,95670.0
8959131,2026-08-01 21:14:09+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Glen allen,VA,23059.0
8959130,2026-08-01 21:12:42+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Lockport,IL,60441.0
8959128,2026-08-01 21:09:07+00:00,Internet,Cable,Equipment,Baltimore,MD,21206.0
8959126,2026-08-01 21:08:12+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Murrells inlet,SC,29576.0
8959122,2026-08-01 21:05:43+00:00,Internet,Cable,Speed,Pryor,OK,74361.0
8959120,2026-08-01 21:00:42+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Los angeles,CA,90037.0
8959118,2026-08-01 20:59:46+00:00,Phone,Wireless (cell phone/other mobile device),Cramming (unauthorized charges on your phone bill),Reynoldsburg,OH,43068.0
8959116,2026-08-01 20:59:17+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Cedar park,TX,78613.0
8959112,2026-08-01 20:58:08+00:00,TV,Satellite,Billing,Novi,MI,48377.0
8959111,2026-08-01 20:57:54+00:00,Internet,Wireless,Billing,Gahanna,OH,43230.0
8959110,2026-08-01 20:57:44+00:00,Internet,DSL,Billing,San tan valley,AZ,85142.0
8959108,2026-08-01 20:57:39+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Washington,DC,20011.0
8959106,2026-08-01 20:57:14+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Charlotte,NC,28277.0
8959104,2026-08-01 20:57:08+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Laurel,IN,47024.0
8959096,2026-08-01 20:48:51+00:00,Internet,Fiber,Equipment,Menifee,CA,92585.0
8959093,2026-08-01 20:47:44+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Aberdeen ms,MS,39739.0
8959090,2026-08-01 20:46:29+00:00,Internet,Wireless,Equipment,Largo,FL,33773.0
8959089,2026-08-01 20:46:10+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Evansville,IN,47715.0
8959088,2026-08-01 20:46:07+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Abilene,TX,79602.0
8959084,2026-08-01 20:44:40+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Sioux city,IA,51103.0
8959083,2026-08-01 20:43:51+00:00,Internet,Cable,Billing,Seattle,WA,98108.0
8959081,2026-08-01 20:43:33+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Virginia beach,VA,23453.0
8959078,2026-08-01 20:42:56+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Chicago,IL,60619.0
8959076,2026-08-01 20:42:28+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Arlington,TX,76002.0
8959075,2026-08-01 20:42:09+00:00,Internet,Wireless,Equipment,Spring lake,NC,28390.0
8959061,2026-08-01 20:37:47+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Chicago,IL,60614.0
8959059,2026-08-01 20:37:12+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Birmingham,AL,35213.0
8959056,2026-08-01 20:35:21+00:00,Internet,Fiber,Billing,Boston,MA,2109.0
8959054,2026-08-01 20:34:49+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Muncie,IN,47302.0
8959051,2026-08-01 20:32:24+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Olathe,KS,66061.0
8959049,2026-08-01 20:31:40+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Conroe,TX,77304.0
8959048,2026-08-01 20:31:30+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Los alamos,NM,87544.0
8959041,2026-08-01 20:29:45+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Fallbrook,CA,92028.0
8959037,2026-08-01 20:28:27+00:00,Phone,Wired,Interference (including signal jammers),Huntington beach,CA,92646.0
8959032,2026-08-01 20:27:58+00:00,Phone,Internet (VOIP),Unwanted Calls,Montrose,CO,81403.0
8959026,2026-08-01 20:26:03+00:00,Phone,Wireless (cell phone/other mobile device),Billing,San diego,CA,92117.0
8959024,2026-08-01 20:25:21+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Pittsburgh,PA,15204.0
8959022,2026-08-01 20:24:45+00:00,Internet,Fiber,Billing,Oakland,CA,94612.0
8959021,2026-08-01 20:24:42+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Montgomery,AL,36109.0
8959016,2026-08-01 20:22:42+00:00,Phone,Wired,Interference (including signal jammers),Huntington beach,CA,92646.0
8959014,2026-08-01 20:18:33+00:00,Phone,Wired,Availability (including rural call completion),Caldwell,TX,77836.0
8959012,2026-08-01 20:17:06+00:00,Internet,Wireless,Availability,Gretna,LA,70053.0
8959010,2026-08-01 20:15:17+00:00,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),Bandon,OR,97411.0
8959007,2026-08-01 20:13:43+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Oconomowoc,WI,53066.0
8959004,2026-08-01 20:12:59+00:00,Internet,Fiber,Availability,San francisco,CA,94103.0
8959001,2026-08-01 20:12:26+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Covington,GA,30016.0
8958996,2026-08-01 20:09:49+00:00,Internet,Cable,Billing,Susanville,CA,96130.0
8958994,2026-08-01 20:09:34+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Sherwood,AR,72120.0
8958990,2026-08-01 20:07:59+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Simi valley,CA,93065.0
8958989,2026-08-01 20:07:55+00:00,Phone,Internet (VOIP),Availability (including rural call completion),Huntersville,NC,28078.0
8958985,2026-08-01 20:06:23+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Las vegas,NV,89121.0
8958976,2026-08-01 20:03:51+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Portsmouth,VA,23702.0
8958974,2026-08-01 20:01:25+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Casper,WY,82601.0
8958973,2026-08-01 20:01:13+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Greenwood,IN,46142.0
8958971,2026-08-01 19:58:07+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Michigan city,IN,46360.0
8958970,2026-08-01 19:57:52+00:00,Internet,Fiber,Equipment,Defiance,MO,63341.0
8958968,2026-08-01 19:56:27+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Elizabethtown,KY,42701.0
8958966,2026-08-01 19:55:54+00:00,Internet,Cable,Privacy,Silver spring,MD,20904.0
8958962,2026-08-01 19:53:48+00:00,Internet,Wireless,Billing,Barstow,CA,92311.0
8958961,2026-08-01 19:53:40+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Lafayette,IN,47904.0
8958960,2026-08-01 19:53:29+00:00,Internet,Cable,Billing,Hephzibah,GA,30813.0
8958958,2026-08-01 19:52:59+00:00,Internet,Wireless,Interference,Phoenix,AZ,85024.0
8958954,2026-08-01 19:49:11+00:00,TV,,Billing,Brick,NJ,8723.0
8958951,2026-08-01 19:47:45+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),Ponce,PR,730.0
8958950,2026-08-01 19:47:28+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Hainesville,IL,60030.0
8958946,2026-08-01 19:45:21+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Commerce,TX,75428.0
8958945,2026-08-01 19:45:18+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Versailles,KY,40383.0
8958941,2026-08-01 19:44:40+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Commerce,TX,75428.0
8958939,2026-08-01 19:44:33+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Jaroso,CO,81138.0
8958937,2026-08-01 19:44:05+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Tunica,MS,38676.0
8958936,2026-08-01 19:43:41+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Atlanta,GA,30306.0
8958931,2026-08-01 19:41:18+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),San antonio,TX,78250.0
8958930,2026-08-01 19:40:55+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Inglewood,CA,90301.0
8958927,2026-08-01 19:40:05+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Peru,IN,46970.0
8958926,2026-08-01 19:40:00+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),San antonio,TX,78250.0
8958924,2026-08-01 19:38:41+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Rochester,IN,46975.0
8958921,2026-08-01 19:38:05+00:00,Internet,Fiber,Billing,Rochester hills,MI,48307.0
8958919,2026-08-01 19:35:40+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Saxonburg,PA,16056.0
8958918,2026-08-01 19:35:39+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Lakeside,AZ,85929.0
8958914,2026-08-01 19:34:31+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,North port,FL,34286.0
8958913,2026-08-01 19:33:39+00:00,Internet,Wireless,Billing,San marcos,TX,78666.0
8958910,2026-08-01 19:33:23+00:00,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),Waukon,IA,52172.0
